Player;3ptProf;OffensiveLoad;TS;FTFGdist;ORp;DRp;ASTp;TOVp;STp;Opp2p
GUDAITIS, ARTURAS 2014 ZAL;0.23496579114822813;0.3922831593244761;0.7166624415800523;0.7195121951219512;0.6994514106583073;0.4375;0.05838958494200481;0.214451470055992;0.09598234278037232;0.5064935064935064
MILAKNIS, ARTURAS 2014 ZAL;0.4651160879805868;0.33015418999218893;0.8531813313414195;0.1437125748502994;0.0680151144698822;0.18085106382978725;0.17008657413769412;0.15554922269609484;0.12306594400388811;0.4473684210526316
SONGAILA, DARIUS 2014 ZAL;0.0;0.44741168222497424;0.6593666095170316;0.11290322580645161;0.21928746928746928;0.43119266055045874;0.2816392472751269;0.41181389317414535;0.3336772087580451;0.49193548387096775
ULANOVAS, EDGARAS 2014 ZAL;0.329377713568228;0.34352953050186796;0.7396115419806079;0.37755102040816324;0.2917175106772423;0.2734375;0.24879808451629615;0.3043269148772876;0.2783281389136242;0.5294117647058824
KARINIAUSKAS, VAIDAS 2014 ZAL;0.18568159405367937;0.4103297834338574;0.5079495614035088;0.25925925925925924;0.09031877213695397;0.3333333333333333;0.4289604391774138;0.5424851561132579;0.28174647887323945;0.42105263157894735
MACIULIS, JONAS 2014 MAD;0.3408148020193293;0.34105913607245636;0.6516793139363443;0.31868131868131866;0.3068181818181819;0.3942307692307692;0.2163373539934353;0.20830501863743653;0.3839799467052075;0.40425531914893614
REYES, FELIPE 2014 MAD;0.23605596452403788;0.49296902359147465;0.7599578905572448;0.4774774774774775;0.7244318181818182;0.4695121951219512;0.14481498233111603;0.18959541087282605;0.21396910333496866;0.5219512195121951
CARROLL, JAYCEE 2014 MAD;0.4757274727259732;0.41214982301752034;0.8722015980413681;0.17346938775510204;0.1330104321907601;0.3087248322147651;0.110439942567416;0.14407328814935744;0.24542376208470332;0.5698924731182796
RODRIGUEZ, SERGIO 2014 MAD;0.3805300367876555;0.7155055453388804;0.7360297471695599;0.24696356275303644;0.05113636363636364;0.18032786885245902;0.673570219281383;0.2592666536813401;0.3761140149663445;0.48507462686567165
NOCIONI, ANDRES 2014 MAD;0.37777616842864753;0.4256099359467369;0.7597225253106381;0.23958333333333334;0.21104834471886497;0.6180555555555556;0.08904885816128197;0.2051635439067568;0.11230126650498518;0.5392156862745098
ANTONOV, SEMEN 2014 NOV;0.3599830863099634;0.36181871855006836;0.6529245947850598;0.13286713286713286;0.17904656319290468;0.3137254901960784;0.25192201708459633;0.2443646116054306;0.1991161012900143;0.4264705882352941
KHVOSTOV, DIMITRIY 2014 NOV;0.3769410256857456;0.3585340940715143;0.6270982239549491;0.23404255319148937;0.04127326679255463;0.17006802721088435;0.4969383464333789;0.262780571201879;0.05777361890899008;0.32653061224489793
KINSEY, TARENCE 2014 NOV;0.28116273410705167;0.4506788073888126;0.6395403850031799;0.38064516129032255;0.20741626794258375;0.4097222222222222;0.19976877102081628;0.2827744160675444;0.5335697641666454;0.43103448275862066
PARAKHOUSKI, ARTSIOM 2014 NOV;0.0;0.4341106577716204;0.857700191760894;0.4879518072289157;0.4065734265734266;0.6827586206896552;0.11348290242709391;0.2524221361157488;0.22351503955425112;0.6402439024390244
BROOKS, JEFF 2014 SAS;0.46732644479974217;0.28580448932090835;0.8193627802476218;0.24528301886792453;0.2750385208012327;0.2840909090909091;0.1744463668892982;0.09294724807678645;0.589219440353461;0.5555555555555556
DYSON, JEROME  2014 SAS;0.2954535362087945;0.6331249756326723;0.577857438386533;0.31;0.1664651837524178;0.1927710843373494;0.4563489304503001;0.5722807715251541;0.620417128845817;0.4107142857142857
LOGAN, DAVID 2014 SAS;0.3333333228462694;0.48459799314807495;0.6105656344143187;0.10743801652892562;0.032497875955819884;0.18627450980392157;0.33063863131774845;0.15241735915187812;0.6823294220935613;0.3877551020408163
SANDERS, RAKIM 2014 SAS;0.3333329263695992;0.46845649221832036;0.6653478570182151;0.2553191489361702;0.10049921177088808;0.20987654320987653;0.06856669286972207;0.20661658649923967;0.27997984548202887;0.4807692307692308
THOMPKINS, TREY 2014 NOV;0.3414369440318772;0.48361602046361485;0.7450236295779802;0.19421487603305784;0.30811277330264675;0.7262569832402235;0.1725756283703781;0.27256787576437824;0.3009387411240823;0.55625
ROCHESTIE, TAYLOR 2014 NOV;0.49494556925500605;0.7321022651751945;0.8669331456646423;0.3021276595744681;0.07078417765440667;0.11578947368421053;0.5767660141588686;0.32997878871580527;0.20238769728854714;0.5220588235294118
LAWAL, SHANE 2014 SAS;0.0;0.3681686800200654;0.7842028316405046;0.5862068965517241;0.833732057416268;0.33707865168539325;0.2300327728608003;0.29385337962017566;0.5384598819931952;0.6206896551724138
SOSA, EDGAR 2014 SAS;0.28946996593702695;0.6860092699777433;0.6198959077194269;0.3368421052631579;0.03907048008171604;0.12371134020618557;0.6849758235641981;0.4877751762320551;0.10696105970085408;0.42105263157894735
BABURIN, EVGENY 2014 NOV;0.37287356180358544;0.2899835156382583;0.6521179174996818;0.14772727272727273;0.10265011741026502;0.2972972972972973;0.1516292991651368;0.2433219129825635;0.5061399365764793;0.27586206896551724
TODIC, MIROSLAV 2014 SAS;0.2777768938788381;0.39024263591219965;0.5367392112612729;0.18666666666666668;0.4155231560891939;0.3972602739726027;0.13520788272049988;0.1052693182732613;0.25655802182017173;0.38461538461538464
KRSTIC, NENAD 2014 IST;0.0;0.4992723393889321;0.8659985030213411;0.7191780821917808;0.4318181818181819;0.6057692307692307;0.2050699707555608;0.2410552037319602;0.13074395865831234;0.5821917808219178
PERPEROGLOU, STRATOS 2014 IST;0.34374398825362557;0.4407610616264924;0.67607428425487;0.2986425339366516;0.1390909090909091;0.42408376963350786;0.18487431250715897;0.1761205501717145;0.3243940684419225;0.416
SARIC, DARIO 2014 IST;0.3059178473196865;0.4849593829167738;0.6862904974750248;0.4238095238095238;0.3422818791946309;0.7055555555555556;0.3170848439827186;0.32561672808548764;0.2830092582112864;0.4864864864864865
JERRELLS, CURTIS 2014 UNK;0.34693798418265026;0.5247768003036072;0.7156829996450865;0.11458333333333333;0.06322314049586777;0.23300970873786409;0.4006344273969056;0.3410781054640049;0.14712285243586723;0.5531914893617021
KAIMAKOGLOU, KOSTAS 2014 UNK;0.34353190814934026;0.3860599490678084;0.6515118732082003;0.1506849315068493;0.16385054735840077;0.40384615384615385;0.41744163039176896;0.2614937306923496;0.4060791425323445;0.4634146341463415
LANGFORD, KEITH 2014 UNK;0.3332917208770448;0.5865615120138221;0.7512928396572827;0.3333333333333333;0.16363636363636364;0.28735632183908044;0.2955142346885178;0.3264759765636078;0.34014518203403243;0.5595238095238095
WHITE, JAMES 2014 UNK;0.3325126459755644;0.31833132848635254;0.7699851238707854;0.3561643835616438;0.06322314049586777;0.4659090909090909;0.09124567890937063;0.14060973226499904;0.22077520748719756;0.5510204081632653
DRAPER, DONTAYE 2014 IST;0.35710245822803743;0.4012355390384473;0.7240176584184341;0.21019108280254778;0.10699300699300701;0.3045977011494253;0.4364542149192908;0.23072914578907286;0.3778120383220665;0.5068493150684932
LASME, STEPHANE 2014 IST;0.0;0.3852211008130055;0.689326115194265;0.24675324675324675;0.31974921630094044;0.46405228758169936;0.21844106350315695;0.29288149391950336;0.3174767759273758;0.5228758169934641
FISCHER, D'OR 2014 UNK;0.0;0.3959186748917768;0.9934627271826202;0.4090909090909091;0.27717391304347827;0.5384615384615384;0.18764592088586488;0.30292398481520727;0.3354124748490946;0.7424242424242424
ZISIS, NIKOS 2014 UNK;0.4403210548737888;0.39119642833087365;0.7350174531937077;0.3333333333333333;0.041894852135815994;0.28735632183908044;0.49112331582439195;0.20008974901876514;0.09628417404697728;0.4166666666666667
OSMAN, CEDI 2014 IST;0.3015475925129141;0.38043938931091403;0.6545653378684232;0.36363636363636365;0.21289424860853434;0.5736434108527132;0.20011941511998682;0.1975008266112681;0.3175570181008658;0.475
BJELICA, MILKO 2014 IST;0.39206974491656277;0.490230132435819;0.7235098333560781;0.2926829268292683;0.22506619593998234;0.35074626865671643;0.17700570812171335;0.26080557931824444;0.10525496072670332;0.48672566371681414
GIFFEY, NIELS 2014 BER;0.39533333969565443;0.36636100997386994;0.6780656876350656;0.06060606060606061;0.2582133213321332;0.42105263157894735;0.0625486402952883;0.29832814219923093;0.22831677944951145;0.4642857142857143
HAMMONDS, CLIFF 2014 BER;0.3432745901699131;0.4620362146603626;0.7136293614349072;0.11764705882352941;0.033869539551357734;0.28888888888888886;0.4953878292130465;0.26122649311181784;0.20599603193673063;0.5507246376811594
KING, ALEX 2014 BER;0.27940950380865426;0.2735782052356216;0.5787731134432784;0.12871287128712872;0.2645750988142293;0.2727272727272727;0.09749634502923979;0.17748997841504777;0.2017703828029178;0.48484848484848486
RADOSEVIC, LEON 2014 BER;0.0;0.5046825426684124;0.6800701907306947;0.30246913580246915;0.29511908755451194;0.44;0.18744794038271456;0.4452655855907719;0.24866322432587493;0.4876543209876543
REDDING, REGGIE 2014 BER;0.370813999580428;0.6706134770146078;0.6862620260328239;0.14285714285714285;0.19843132411067194;0.5324675324675324;0.589515597868391;0.4056817565735972;0.22807887670811172;0.48863636363636365
FRIDZON, VITALY 2014 CSK;0.4225336868211287;0.46734842379697417;0.7423262881613483;0.25547445255474455;0.18063754427390794;0.24675324675324675;0.22850834114892962;0.2265020687173952;0.35512531328320796;0.4090909090909091
JACKSON, AARON 2014 CSK;0.39749016790335023;0.40794748948143317;0.820234536142205;0.25735294117647056;0.162847483095417;0.24083769633507854;0.45425239234449766;0.19785911074671406;0.3990020805332057;0.6043956043956044
KAUN, SASHA 2014 CSK;0.0;0.3635423144305652;0.9180997226110008;0.5909090909090909;0.4967532467532468;0.509090909090909;0.0784058421132268;0.21917542016806724;0.19168998428456435;0.6948051948051948
VORONTSEVICH, ANDREY 2014 CSK;0.37111254103717844;0.3892018609243666;0.7289369217610456;0.17;0.37198731501057086;0.4789915966386555;0.2936997225730111;0.158446618388176;0.19919937862221423;0.5242718446601942
BANIC, MARKO 2014 BER;0.0;0.4566905668813569;0.8850508665250745;0.296875;0.3908562367864694;0.304;0.22340822631499532;0.38519708224586763;0.1746484447755634;0.640625
McLEAN, JAMEL 2014 BER;0.0;0.5162756263124783;0.8187901759762363;0.69375;0.4967532467532468;0.5140845070422535;0.2429989476825457;0.3821948474078946;0.3425968213372305;0.5732484076433121
RENFROE, ALEX 2014 BER;0.4636782077805645;0.6448977303855612;0.818331750516858;0.310126582278481;0.3023715415019763;0.40229885057471265;0.7059369726019663;0.441484592578095;0.4490966543376868;0.5056179775280899
VARGAS, AKEEM 2014 BER;0.31226829569886194;0.19843453997701385;0.4688765182186235;0.13725490196078433;0.032346723044397466;0.3333333333333333;0.1599704285023743;0.12748051027639973;0.3119548379718673;0.15789473684210525
HINES, KYLE 2014 CSK;0.0;0.32969802179843216;0.8350877192982457;0.5241935483870968;0.6696099508599509;0.4022346368715084;0.1127214896627722;0.17468309100454915;0.27900554412636425;0.6229508196721312
TEODOSIC, MILOS 2014 CSK;0.4131736507467939;0.860121358208331;0.7954223912176561;0.24899598393574296;0.0524211968935587;0.2898550724637681;0.7482304263231783;0.577115615533174;0.2670813563895572;0.47560975609756095
WEEMS, SONNY 2014 CSK;0.36134363124349916;0.6301902811864566;0.6825425507516314;0.15140845070422534;0.11958874458874459;0.3656387665198238;0.42573732958135135;0.3629860857736157;0.3477709663959945;0.4666666666666667
OHAYON, YOGEV 2014 TEL;0.36706409048136757;0.3901202089576274;0.5762807193997062;0.2206896551724138;0.13343935973732815;0.3;0.5702007763487286;0.28943663259522023;0.4601300374164264;0.3409090909090909
PARGO, JEREMY 2014 TEL;0.2822443289981741;0.6166481404350335;0.6469407349218818;0.25903614457831325;0.052685950413223145;0.22580645161290322;0.6168327896717918;0.3964852477547091;0.05619816755691736;0.47596153846153844
RANDLE, BRIAN 2014 TEL;0.20718577005600952;0.3952371293921266;0.8131272216009322;0.26635514018691586;0.3484532169292086;0.3448275862068966;0.28065785482815325;0.21564559877887177;0.44237063246351166;0.6455026455026455
SMITH, DEVIN 2014 TEL;0.37414859427746167;0.4622642869141523;0.7701527477292283;0.24468085106382978;0.16218622795115334;0.4163934426229508;0.26245963166623026;0.23933110064485888;0.24386001982998223;0.5481481481481482
BOUNGOU-COLO, NOBEL 2014 LMG;0.23682791236685072;0.4706580375374527;0.6319745709530437;0.2967032967032967;0.24303519061583578;0.19230769230769232;0.3028505713376887;0.3581790733035004;0.35033498063990215;0.49056603773584906
MOERMAN, ADRIEN 2014 LMG;0.23683383870471333;0.3887030970312753;0.6602222996785563;0.17857142857142858;0.2865884115884116;0.72;0.1865230004144219;0.2490596081508319;0.2681034136142495;0.5652173913043478
WESTERMANN, LEO 2014 LMG;0.38888588827075976;0.5850360748237038;0.6728966232786266;0.14285714285714285;0.15503763752171396;0.26666666666666666;0.7192008473647687;0.3545426547582384;0.6773723209306031;0.38235294117647056
SCHORTSANITIS, SOFOKLIS 2014 TEL;0.0;0.4605120290118068;0.7088626739261947;0.6422764227642277;0.21975329503210544;0.35537190082644626;0.24290833729113598;0.4295966288135399;0.14939953396666067;0.5284552845528455
SMITH, JAMAR 2014 LMG;0.4576270930363084;0.5816545486838944;0.8600204214239302;0.10891089108910891;0.06439393939393939;0.28205128205128205;0.4090981806547316;0.27003348443355013;0.431157858436072;0.5952380952380952
